d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1468025.33,1513403.58
2018-2019,1468025.33,1496157.31
2019-2020,1904329.07,1889138.28
2020-2021,1899125.98,1808576.95
2021-2022,1899125.98,1765666.16
2022-2023,1805766.00,1615806.99
