d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,16464.17
11_defence,2018-2019,160980.02
3_information_technology,2017-2018,191382.18
3_information_technology,2018-2019,502183.75
3_information_technology,2019-2020,497832.60
3_information_technology,2020-2021,26321.90
6_industrial_products_and_services,2017-2018,1274586.34
6_industrial_products_and_services,2018-2019,905207.22
6_industrial_products_and_services,2019-2020,723206.44
6_industrial_products_and_services,2020-2021,75059.15
8_security_and_protection,2017-2018,1830638.33
8_security_and_protection,2018-2019,660494.84
8_security_and_protection,2019-2020,117041.08
