d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,16464.17,16852.26
11_defence,2018-2019,160980.02,163245.58
3_information_technology,2017-2018,191382.18,196290.13
3_information_technology,2018-2019,502183.75,508234.02
3_information_technology,2019-2020,497832.60,493476.14
3_information_technology,2020-2021,26321.90,24920.97
6_industrial_products_and_services,2017-2018,1274586.34,1307028.31
6_industrial_products_and_services,2018-2019,905207.22,919702.25
6_industrial_products_and_services,2019-2020,723206.44,714894.18
6_industrial_products_and_services,2020-2021,75059.15,71356.50
8_security_and_protection,2017-2018,1830638.33,1875264.06
8_security_and_protection,2018-2019,660494.84,674212.78
8_security_and_protection,2019-2020,117041.08,116989.10
