normalized_vendor_name,original_vendor_name
BMT FLEET TECHNOLOGY,BMT Canada LTD.
BMT FLEET TECHNOLOGY,BMT FLEET TECHNOLOGY LIMITED
BMT FLEET TECHNOLOGY,"BMT Fleet Technology Limited, Notra Inc., IN JOINT VENTURE"
BMT FLEET TECHNOLOGY,BMT Canada Inc
BMT FLEET TECHNOLOGY,"BMT FLEET TECHNOLOGY LIMITED, NOTRA INC., IN JOINT VENTURE"
BMT FLEET TECHNOLOGY,BMT Fleet Technologies Ltd.
BMT FLEET TECHNOLOGY,BMT Canada Ltd
BMT FLEET TECHNOLOGY,BMT Canada Ltd.
BMT FLEET TECHNOLOGY,BMT Fleet Technology Ltd.
BMT FLEET TECHNOLOGY,BMT Fleet Technology Limited
BMT FLEET TECHNOLOGY,BMT CANADA LTD
BMT FLEET TECHNOLOGY,BMT FLEET TECHNOLOGY LTD
BMT FLEET TECHNOLOGY,BMT CANADA
