d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,344899.53752747254
1_facilities_and_construction,2019-2020,15387419.54488594
1_facilities_and_construction,2020-2021,15668613.90846619
11_defence,2017-2018,6431968.810916179
11_defence,2018-2019,1462612.0857699804
2_professional_services,2017-2018,311060.8460884354
2_professional_services,2018-2019,223804.72132653062
2_professional_services,2019-2020,943983.0821943372
2_professional_services,2020-2021,923455.4425675676
5_transportation_and_logistics,2017-2018,189866.44267553117
5_transportation_and_logistics,2018-2019,23614.4296874746
5_transportation_and_logistics,2019-2020,17849.5264
5_transportation_and_logistics,2020-2021,31710
6_industrial_products_and_services,2017-2018,27605.2
6_industrial_products_and_services,2018-2019,28631.410000000003
9_human_capital,2017-2018,159331.97980209545
9_human_capital,2018-2019,159331.97980209545
9_human_capital,2019-2020,159768.505774156
9_human_capital,2020-2021,159331.97980209545
