d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,344899.54,349573.65
1_facilities_and_construction,2019-2020,15387419.54,15260682.51
1_facilities_and_construction,2020-2021,15668613.91,14938211.61
1_facilities_and_construction,2021-2022,15655152.64,14648641.17
11_defence,2017-2018,6190619.14,6380356.90
11_defence,2018-2019,1407729.83,1443655.54
2_professional_services,2017-2018,155685.85,160457.50
2_professional_services,2018-2019,223804.72,227562.82
2_professional_services,2019-2020,943983.08,928821.28
2_professional_services,2020-2021,923455.44,879107.38
3_information_technology,2017-2018,155375.00,160774.28
5_transportation_and_logistics,2017-2018,189866.44,195926.35
5_transportation_and_logistics,2018-2019,23614.43,23931.92
5_transportation_and_logistics,2019-2020,17849.53,17626.14
5_transportation_and_logistics,2020-2021,31710.00,29993.50
6_industrial_products_and_services,2017-2018,27605.20,28372.61
6_industrial_products_and_services,2018-2019,28631.41,29362.09
9_human_capital,2017-2018,159331.98,164215.38
9_human_capital,2018-2019,159331.98,162244.41
9_human_capital,2019-2020,159768.51,158486.35
9_human_capital,2020-2021,159331.98,151903.04
9_human_capital,2021-2022,39723.86,37849.23
