owner_org,d_fiscal_year,total
aafc-aac,2017-2018,33493.03672515692
aafc-aac,2018-2019,42380.37514382625
aafc-aac,2019-2020,31915.08649054572
aafc-aac,2020-2021,24414.113708093784
aandc-aadnc,2017-2018,11500
cas-satj,2019-2020,96050
cas-satj,2020-2021,90000
cfia-acia,2018-2019,31494.870000000003
cnsc-ccsn,2020-2021,16222.359999999997
cra-arc,2017-2018,5602969.983509611
cra-arc,2018-2019,5106268.797103799
cra-arc,2019-2020,6017481.899029666
cra-arc,2020-2021,3696038.4083402078
csc-scc,2017-2018,163657.35
csc-scc,2018-2019,216984.65
csc-scc,2019-2020,251949
csc-scc,2020-2021,340228.0431016043
dnd-mdn,2017-2018,11300
dnd-mdn,2018-2019,44997.729999999996
dnd-mdn,2019-2020,161341.4
ec,2017-2018,250845.50379495326
ec,2018-2019,205061.04346498722
ec,2019-2020,279287.88834580156
ec,2020-2021,241225.72397073076
elections,2017-2018,93347.84723595635
elections,2018-2019,89346.38181472836
elections,2019-2020,422090.7659661781
elections,2020-2021,79283.73941450416
fja-cmf,2017-2018,32148.5
fja-cmf,2018-2019,33900
fja-cmf,2019-2020,25000.000000000004
fja-cmf,2020-2021,22600
hc-sc,2017-2018,588028.95
hc-sc,2018-2019,531352.25
hc-sc,2019-2020,393859.73
hc-sc,2020-2021,371610.83999999997
jus,2017-2018,14375
nrcan-rncan,2017-2018,12204
nrcan-rncan,2018-2019,13918.210000000001
nrcan-rncan,2019-2020,12543
pbc-clcc,2019-2020,39596.56
pbc-clcc,2020-2021,14271.9
pc,2018-2019,10783.67
phac-aspc,2018-2019,592.4781420765028
phac-aspc,2019-2020,10820.521857923497
phac-aspc,2020-2021,11526
pwgsc-tpsgc,2017-2018,21000
pwgsc-tpsgc,2018-2019,20273.24
pwgsc-tpsgc,2019-2020,22050
pwgsc-tpsgc,2020-2021,14700
rcmp-grc,2019-2020,12317
tbs-sct,2017-2018,11003.035748175182
tbs-sct,2019-2020,446.7369863013698
tbs-sct,2020-2021,12547.024657534246
tc,2017-2018,104855
tc,2018-2019,10500
tc,2019-2020,11550
vac-acc,2017-2018,3062.4657534246576
vac-acc,2018-2019,9357.534246575342
vac-acc,2019-2020,3173.811475409836
vac-acc,2020-2021,12767.078935549067
