d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,34197.50,34902.87
1_facilities_and_construction,2018-2019,11298.45,11397.29
1_facilities_and_construction,2020-2021,44979.65,44034.53
10_office_management,2021-2022,38854.93,8229.00
11_defence,2017-2018,7862740.61,8087916.91
11_defence,2018-2019,3884585.99,3933721.80
11_defence,2019-2020,3785960.11,3778205.47
11_defence,2020-2021,3775615.96,3696281.72
11_defence,2021-2022,3775615.96,2868110.49
2_professional_services,2020-2021,41823.56,39532.11
5_transportation_and_logistics,2017-2018,19530827.39,20038785.00
5_transportation_and_logistics,2018-2019,15893494.03,16090043.14
5_transportation_and_logistics,2019-2020,22772902.47,22733995.60
5_transportation_and_logistics,2020-2021,22305879.65,21852655.00
5_transportation_and_logistics,2021-2022,7875202.11,5541615.41
6_industrial_products_and_services,2017-2018,6750859.01,6938181.70
6_industrial_products_and_services,2018-2019,1161591.42,1174736.59
6_industrial_products_and_services,2019-2020,1482560.76,1479651.87
6_industrial_products_and_services,2020-2021,1192071.16,1181476.01
6_industrial_products_and_services,2021-2022,427095.28,369280.34
9_human_capital,2018-2019,65379.90,66012.61
