d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,24484199.79,25074417.49
1_facilities_and_construction,2018-2019,2227886.11,2266415.20
1_facilities_and_construction,2019-2020,4183167.02,4147489.87
1_facilities_and_construction,2020-2021,4944416.94,4694923.95
1_facilities_and_construction,2021-2022,3172829.02,2522410.71
2_professional_services,2017-2018,1083263.27,1109181.16
2_professional_services,2018-2019,3955749.83,4008769.75
2_professional_services,2019-2020,2546904.85,2525774.11
2_professional_services,2020-2021,2468158.21,2346404.66
2_professional_services,2021-2022,2468158.21,1930752.85
