d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3311047.02,3409485.82
1_facilities_and_construction,2018-2019,498249.37,502903.83
1_facilities_and_construction,2019-2020,1796045.04,1765268.44
1_facilities_and_construction,2020-2021,4447725.07,4228828.42
1_facilities_and_construction,2021-2022,1904104.90,1740531.32
1_facilities_and_construction,2022-2023,5181353.09,4648551.34
2_professional_services,2021-2022,143629.80,129839.05
2_professional_services,2022-2023,430889.42,387976.02
3_information_technology,2021-2022,87836.47,79402.77
3_information_technology,2022-2023,616544.48,551686.58
5_transportation_and_logistics,2018-2019,82539.45,83517.41
6_industrial_products_and_services,2021-2022,503434.02,464818.43
