owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,3311047.02
dfo-mpo,2018-2019,580788.82
dfo-mpo,2019-2020,1796045.0352133582
dfo-mpo,2020-2021,4447725.074786643
