normalized_vendor_name,original_vendor_name
CSI CONSULTING,CSI CONSULTING INC.
CSI CONSULTING,"CSI CONSULTING INC, FOXWISE"
CSI CONSULTING,"CSI CONSULTING INC., FOXWISE"
CSI CONSULTING,CSI Consulting Inc
CSI CONSULTING,CSI Consulting INC.
CSI CONSULTING,CSI Consulting Inc.
CSI CONSULTING,CSI Consulting Group I
CSI CONSULTING,"CSI CONSULTING INC, FOXWISE TECHNOLOGIES INC., DWP SOLUTIONS, INNOVISION CONSULTING INC. IN JV"
CSI CONSULTING,"CSI CONSULTING INC, FOXWISE TECHNOLOGIES INC., DWP SOLUTIONS, INNOVISION CONSULTING INC."
CSI CONSULTING,"CSI Consulting Inc, Foxwise Technolies Inc"
CSI CONSULTING,"DWP Solutions Inc., CSI Consulting"
CSI CONSULTING,CSI CONSULTING
CSI CONSULTING,CSI Consulting
CSI CONSULTING,CSI CONSULTING INC
