owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2021-2022,18898.95,17815.92
dnd-mdn,2017-2018,14349012.92,14803604.27
dnd-mdn,2018-2019,358200.00,365756.91
dnd-mdn,2019-2020,4180351.18,4126381.94
dnd-mdn,2020-2021,5360009.57,5104447.98
dnd-mdn,2021-2022,6081126.56,5656280.01
dnd-mdn,2022-2023,2026524.17,1828015.04
hc-sc,2017-2018,395715.07,407575.70
hc-sc,2018-2019,331302.71,336679.22
hc-sc,2019-2020,340889.54,335610.20
hc-sc,2020-2021,133450.81,126548.34
hc-sc,2021-2022,390332.08,363527.27
hc-sc,2022-2023,216199.70,192885.56
pwgsc-tpsgc,2017-2018,213150.85,219647.60
pwgsc-tpsgc,2018-2019,4156625.27,4224861.76
pwgsc-tpsgc,2019-2020,84406.49,83594.73
pwgsc-tpsgc,2020-2021,133907.97,127324.07
pwgsc-tpsgc,2021-2022,621303.35,567995.11
pwgsc-tpsgc,2022-2023,319206.02,283227.40
