d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,317196.44999999995
10_office_management,2018-2019,221447.56
10_office_management,2019-2020,89429.97
10_office_management,2020-2021,206446.49999999997
11_defence,2017-2018,2911637.3089525932
11_defence,2018-2019,4837815.03797158
11_defence,2019-2020,2200475.091557599
11_defence,2020-2021,11626927.737327464
3_information_technology,2020-2021,16302.31
5_transportation_and_logistics,2017-2018,2052185.7957126168
5_transportation_and_logistics,2018-2019,3786356.598177512
5_transportation_and_logistics,2019-2020,2809009.300665819
5_transportation_and_logistics,2020-2021,1180279.0317695197
6_industrial_products_and_services,2019-2020,14150.75
NA,2020-2021,0
