d_fiscal_year,total,total_constant_2019_dollars
2017-2018,5281019.55,5444761.48
2018-2019,8845619.20,9011514.20
2019-2020,5113065.11,5083795.78
2020-2021,13078873.13,12476669.38
2021-2022,13382778.99,12454819.50
2022-2023,11604769.12,10383996.06
