owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,488114.89
dfo-mpo,2018-2019,110481.38999999998
dfo-mpo,2019-2020,422431.24
dfo-mpo,2020-2021,0
dnd-mdn,2017-2018,2911637.3089525932
dnd-mdn,2018-2019,4837815.03797158
dnd-mdn,2019-2020,2200475.091557599
dnd-mdn,2020-2021,11626927.737327464
ec,2018-2019,24732.980000000003
ec,2020-2021,76436.12000000001
nrcan-rncan,2017-2018,16894.131962616822
pc,2017-2018,64337.20375
pc,2018-2019,74621.79625
pc,2019-2020,63567.95194384449
pc,2020-2021,11644.012419006478
rcmp-grc,2017-2018,95291.28
rcmp-grc,2019-2020,42493.91731615336
rcmp-grc,2020-2021,949176.0726838466
tc,2017-2018,1704744.74
tc,2018-2019,3797967.9919275125
tc,2019-2020,2444539.578072488
tc,2020-2021,371590.97
