d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,50824.25,51983.44
11_defence,2017-2018,1606426.64,1657026.91
11_defence,2018-2019,2826413.73,2883876.47
11_defence,2019-2020,3444834.76,3421265.37
11_defence,2020-2021,5727259.75,5437025.95
11_defence,2021-2022,2387145.83,2186613.67
11_defence,2022-2023,2474079.00,2212697.35
5_transportation_and_logistics,2017-2018,10580.00,10892.02
5_transportation_and_logistics,2018-2019,22471.00,23006.48
5_transportation_and_logistics,2020-2021,82084.70,78310.93
5_transportation_and_logistics,2021-2022,13103.10,12148.02
5_transportation_and_logistics,2022-2023,19895.00,17686.44
6_industrial_products_and_services,2017-2018,4170931.33,4302331.01
6_industrial_products_and_services,2018-2019,1834698.87,1872142.40
6_industrial_products_and_services,2019-2020,2288567.82,2275159.80
6_industrial_products_and_services,2020-2021,1341426.70,1270869.87
6_industrial_products_and_services,2021-2022,1763357.69,1618750.61
6_industrial_products_and_services,2022-2023,5723672.92,5094315.48
