d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,397395.12
1_facilities_and_construction,2018-2019,66413.98
2_professional_services,2017-2018,8740244.78
2_professional_services,2018-2019,17848859.24
2_professional_services,2019-2020,15912775.13
2_professional_services,2020-2021,15006634.71
3_information_technology,2017-2018,21590862.55
3_information_technology,2018-2019,22543842.32
3_information_technology,2019-2020,21276538.63
3_information_technology,2020-2021,22087997.46
9_human_capital,2020-2021,14333.33
