d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,22280334.45,22962050.46
it_consulting_services,2018-2019,28626655.48,29124907.24
it_consulting_services,2019-2020,28981498.97,28750248.57
it_consulting_services,2020-2021,28985965.18,27630346.77
it_consulting_services,2021-2022,40122931.10,37463730.25
it_devices_equipment,2017-2018,53121.95,54669.09
it_devices_equipment,2018-2019,37628.05,38541.97
it_other,2017-2018,134924.66,138642.79
it_other,2018-2019,765154.72,779140.97
it_other,2019-2020,306061.89,306616.63
it_software_licensing,2017-2018,2242832.02,2311184.34
it_software_licensing,2018-2019,2876622.14,2927297.09
it_software_licensing,2019-2020,3497138.97,3468904.93
it_software_licensing,2020-2021,4439739.32,4232881.14
it_software_licensing,2021-2022,5501077.34,5136100.15
