d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,119266.50,118749.30
1_facilities_and_construction,2020-2021,357187.26,339800.76
1_facilities_and_construction,2021-2022,459737.38,432704.42
1_facilities_and_construction,2022-2023,1919692.94,1715503.43
2_professional_services,2017-2018,72556.99,74786.15
2_professional_services,2018-2019,115411.21,117449.14
2_professional_services,2019-2020,227682.11,225920.94
2_professional_services,2020-2021,139106.74,132146.57
2_professional_services,2021-2022,212698.43,196281.49
2_professional_services,2022-2023,364564.81,324941.79
