d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,2684458.91
11_defence,2018-2019,3984962.84
11_defence,2019-2020,304489.70
11_defence,2020-2021,251823.99
11_defence,2021-2022,928349.41
5_transportation_and_logistics,2017-2018,10694192.26
5_transportation_and_logistics,2018-2019,6244391.39
5_transportation_and_logistics,2019-2020,3487895.13
5_transportation_and_logistics,2020-2021,5564977.67
5_transportation_and_logistics,2021-2022,7178499.14
6_industrial_products_and_services,2018-2019,118475.53
