d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,2684458.9095491804
11_defence,2018-2019,3984962.8375
11_defence,2019-2020,304489.7
11_defence,2020-2021,251823.99264734925
5_transportation_and_logistics,2017-2018,10694192.264959894
5_transportation_and_logistics,2018-2019,6244391.387230857
5_transportation_and_logistics,2019-2020,3487895.130188355
5_transportation_and_logistics,2020-2021,5564977.669276636
6_industrial_products_and_services,2018-2019,118475.52999999998
