d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,163582.47,168165.72
1_facilities_and_construction,2018-2019,22696.56,22933.96
1_facilities_and_construction,2019-2020,30441.69,30273.49
1_facilities_and_construction,2020-2021,17782.92,17085.31
10_office_management,2017-2018,32708.98,33711.04
10_office_management,2019-2020,81454.67,81378.75
10_office_management,2020-2021,193738.50,185258.03
10_office_management,2021-2022,211434.36,197852.04
11_defence,2017-2018,47519.49,49170.79
2_professional_services,2017-2018,654123.34,674120.64
2_professional_services,2018-2019,643227.05,653082.88
2_professional_services,2019-2020,788219.15,776621.46
2_professional_services,2020-2021,1170665.08,1116141.78
2_professional_services,2021-2022,568867.00,524764.55
5_transportation_and_logistics,2017-2018,133295.72,137607.29
5_transportation_and_logistics,2018-2019,957648.27,975825.52
5_transportation_and_logistics,2019-2020,322208.51,318730.21
5_transportation_and_logistics,2020-2021,338182.29,322798.42
5_transportation_and_logistics,2021-2022,189337.55,176256.59
6_industrial_products_and_services,2017-2018,2627.03,2699.43
6_industrial_products_and_services,2018-2019,80782.46,82259.08
