d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,16577.61,16259.60
1_facilities_and_construction,2017-2018,37256.56,38395.16
1_facilities_and_construction,2018-2019,8498.56,8633.79
1_facilities_and_construction,2019-2020,30490.72,30212.90
1_facilities_and_construction,2020-2021,38901.99,36936.93
1_facilities_and_construction,2021-2022,28475.64,26474.53
1_facilities_and_construction,2022-2023,44107.59,39543.92
3_information_technology,2019-2020,7165.17,7042.89
3_information_technology,2020-2021,7775.83,7419.04
4_medical,2022-2023,32182.92,28708.37
6_industrial_products_and_services,2017-2018,611940.57,629639.84
6_industrial_products_and_services,2018-2019,566803.05,574263.53
6_industrial_products_and_services,2019-2020,293538.61,288892.63
6_industrial_products_and_services,2020-2021,783526.96,747659.83
6_industrial_products_and_services,2021-2022,615286.61,572189.64
6_industrial_products_and_services,2022-2023,758059.51,673430.61
