d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2959941.350825183
1_facilities_and_construction,2018-2019,1637479.584721015
1_facilities_and_construction,2019-2020,953398.5223546609
1_facilities_and_construction,2020-2021,538791.9553198464
10_office_management,2017-2018,784683.8098819159
10_office_management,2018-2019,1484901.9294354983
10_office_management,2019-2020,1176587.849320655
10_office_management,2020-2021,1372961.1838159778
2_professional_services,2017-2018,54409122.10523962
2_professional_services,2018-2019,41610982.90976796
2_professional_services,2019-2020,39843984.696303144
2_professional_services,2020-2021,33790374.89638216
3_information_technology,2017-2018,11067833.288191846
3_information_technology,2018-2019,15752502.666191723
3_information_technology,2019-2020,12696715.478704743
3_information_technology,2020-2021,3082754.8851766353
4_medical,2017-2018,767449.8942214267
4_medical,2018-2019,756000.6209656127
4_medical,2019-2020,462649.0397232639
4_medical,2020-2021,459292.9853031279
5_transportation_and_logistics,2017-2018,1355220.7478139347
5_transportation_and_logistics,2018-2019,544317.3002380559
5_transportation_and_logistics,2019-2020,683168.6979469615
5_transportation_and_logistics,2020-2021,119847.0121792681
6_industrial_products_and_services,2017-2018,1364664.7200796802
6_industrial_products_and_services,2018-2019,1169873.1233195614
6_industrial_products_and_services,2019-2020,698359.1210921801
6_industrial_products_and_services,2020-2021,342433.52934755146
7_travel,2017-2018,186721.85562359262
7_travel,2018-2019,661187.504660539
7_travel,2019-2020,704913.4213833146
7_travel,2020-2021,493997.82336426916
8_security_and_protection,2017-2018,1457824.455070294
8_security_and_protection,2018-2019,118033.58024635036
8_security_and_protection,2019-2020,90793.51000000001
8_security_and_protection,2020-2021,87708.79907216495
9_human_capital,2017-2018,1356332.0268431108
9_human_capital,2018-2019,1039432.5027597131
9_human_capital,2019-2020,1464642.9384612523
9_human_capital,2020-2021,1266629.7578202614
NA,2017-2018,173930
