owner_org,d_fiscal_year,total
dnd-mdn,2017-2018,3476827.6048650476
dnd-mdn,2018-2019,3243003.9934810977
dnd-mdn,2019-2020,2924629.7136712903
dnd-mdn,2020-2021,4014971.4516780335
pwgsc-tpsgc,2018-2019,11544.15
rcmp-grc,2017-2018,136326.5044245142
tc,2018-2019,15735.94
tc,2019-2020,24744.64
tc,2020-2021,68934.4
