d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,80928.03,83429.61
1_facilities_and_construction,2018-2019,11544.15,11651.99
1_facilities_and_construction,2022-2023,17032.28,15072.64
11_defence,2017-2018,991921.19,1023009.60
11_defence,2018-2019,563556.83,575288.84
11_defence,2019-2020,410604.86,407166.97
11_defence,2020-2021,848434.68,805398.26
11_defence,2021-2022,3170446.75,2936376.81
11_defence,2022-2023,4840903.62,4329580.71
2_professional_services,2019-2020,24744.64,24179.84
2_professional_services,2020-2021,22407.90,21489.23
3_information_technology,2018-2019,15735.94,16011.14
3_information_technology,2020-2021,46526.50,44202.11
6_industrial_products_and_services,2017-2018,1902796.28,1961390.56
6_industrial_products_and_services,2018-2019,2635544.25,2687237.64
6_industrial_products_and_services,2019-2020,2827540.10,2802277.99
6_industrial_products_and_services,2020-2021,3687845.51,3514878.99
6_industrial_products_and_services,2021-2022,1882165.87,1749082.32
6_industrial_products_and_services,2022-2023,962169.45,861997.20
8_security_and_protection,2017-2018,772605.07,796602.51
8_security_and_protection,2018-2019,432798.38,442908.31
