d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,111393.03,110057.45
1_facilities_and_construction,2020-2021,115161.97,110049.71
2_professional_services,2017-2018,2323105.75,2394597.33
2_professional_services,2018-2019,2683902.09,2733366.80
2_professional_services,2019-2020,1484314.94,1465768.42
2_professional_services,2020-2021,1184647.03,1124466.64
2_professional_services,2021-2022,1638626.27,1515880.32
2_professional_services,2022-2023,1540328.80,1375328.59
3_information_technology,2017-2018,4325102.06,4458791.76
3_information_technology,2018-2019,3480354.66,3548689.71
3_information_technology,2019-2020,4121687.73,4083350.68
3_information_technology,2020-2021,3886470.29,3699779.43
3_information_technology,2021-2022,5642301.29,5246032.32
3_information_technology,2022-2023,4547951.39,4073877.27
