d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,233135.67
1_facilities_and_construction,2018-2019,233135.67
1_facilities_and_construction,2019-2020,111393.03
1_facilities_and_construction,2020-2021,115161.97
2_professional_services,2017-2018,3443030.42
2_professional_services,2018-2019,2897948.30
2_professional_services,2019-2020,2905256.28
2_professional_services,2020-2021,2660405.87
3_information_technology,2017-2018,2980936.09
3_information_technology,2018-2019,3042067.14
3_information_technology,2019-2020,2620026.49
3_information_technology,2020-2021,2375339.41
