d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,25134.87,25815.88
1_facilities_and_construction,2017-2018,38748.54,39752.64
1_facilities_and_construction,2018-2019,38748.54,39351.14
1_facilities_and_construction,2020-2021,59835.62,56800.88
1_facilities_and_construction,2021-2022,60164.38,56675.14
11_defence,2017-2018,119761.79,122638.52
11_defence,2018-2019,509445.01,517639.57
11_defence,2019-2020,228865.22,226933.84
11_defence,2020-2021,228239.91,216980.90
2_professional_services,2017-2018,3713545.54,3810135.41
2_professional_services,2018-2019,2226555.64,2262355.41
2_professional_services,2019-2020,1825962.56,1807629.75
2_professional_services,2020-2021,3402693.49,3232171.98
2_professional_services,2021-2022,5933955.90,5501273.14
3_information_technology,2017-2018,1454629.16,1490871.76
3_information_technology,2018-2019,2608363.10,2650253.90
3_information_technology,2019-2020,2583236.64,2561245.13
3_information_technology,2020-2021,974106.28,923557.81
3_information_technology,2021-2022,697601.24,648491.75
8_security_and_protection,2020-2021,21559.33,20355.13
8_security_and_protection,2021-2022,12576.27,11891.64
9_human_capital,2017-2018,236624.22,242758.84
9_human_capital,2018-2019,52100.40,52773.79
9_human_capital,2019-2020,78472.20,77809.98
9_human_capital,2020-2021,26157.40,24798.77
9_human_capital,2021-2022,18337.08,16611.60
