d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2280300.14,2341424.78
2018-2019,2280300.14,2309400.23
2019-2020,2286547.54,2281864.09
2020-2021,2280300.14,2232385.87
2021-2022,2280300.14,1732208.16
