d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,22484.309999999998
11_defence,2017-2018,23032239.22833333
11_defence,2018-2019,26742862.565714285
11_defence,2019-2020,34179360.87399577
11_defence,2020-2021,28230264.65044379
5_transportation_and_logistics,2017-2018,25972849.740000002
5_transportation_and_logistics,2018-2019,27317352.56010002
5_transportation_and_logistics,2019-2020,31133420.237348564
5_transportation_and_logistics,2020-2021,23914483.163254432
6_industrial_products_and_services,2019-2020,148067.19999999998
6_industrial_products_and_services,2020-2021,1741204.5740963856
