d_most_recent_category,total,percentage
5_transportation_and_logistics,208112904.65,0.5
11_defence,196637533.01,0.4724
6_industrial_products_and_services,8635575.17,0.0207
1_facilities_and_construction,2146330.28,0.0052
3_information_technology,721156.75,0.0017
