d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,4987937.95,5116699.06
it_consulting_services,2018-2019,3778293.69,3836897.85
it_consulting_services,2019-2020,6969874.68,6907238.91
it_consulting_services,2020-2021,6979405.09,6635617.58
it_consulting_services,2021-2022,5480687.00,5097373.38
it_devices_equipment,2017-2018,103326.76,105762.39
it_devices_equipment,2018-2019,784777.04,793012.97
it_devices_equipment,2019-2020,803329.58,787644.97
it_devices_equipment,2020-2021,337944.00,321562.58
it_devices_equipment,2021-2022,35277.26,32885.50
it_other,2017-2018,1396838.45,1431138.51
it_other,2018-2019,611856.66,619929.61
it_other,2019-2020,202001.38,198961.10
it_other,2020-2021,321947.17,304693.80
it_software_licensing,2017-2018,522487.45,535541.27
it_software_licensing,2018-2019,1078309.38,1095005.01
it_software_licensing,2019-2020,968787.69,960076.33
it_software_licensing,2020-2021,2308818.14,2192667.90
it_software_licensing,2021-2022,1140968.70,1060185.10
