d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,23713.59,23636.61
10_office_management,2017-2018,90240.38,91997.80
10_office_management,2018-2019,72909.33,73744.38
10_office_management,2019-2020,161714.43,161406.36
10_office_management,2020-2021,22489.15,22249.79
2_professional_services,2017-2018,1021000.55,1044438.14
2_professional_services,2018-2019,1144585.25,1159073.05
2_professional_services,2019-2020,2822413.24,2816505.04
2_professional_services,2020-2021,3315650.28,3234813.17
2_professional_services,2021-2022,2330482.97,1923188.30
3_information_technology,2017-2018,6737796.62,6906064.16
3_information_technology,2018-2019,6025683.85,6100754.20
3_information_technology,2019-2020,7900342.66,7886302.11
3_information_technology,2020-2021,8721578.43,8458998.68
3_information_technology,2021-2022,5895193.85,4599543.63
4_medical,2021-2022,6871.26,5077.04
5_transportation_and_logistics,2018-2019,51330.79,52105.13
5_transportation_and_logistics,2020-2021,5215.63,5106.04
5_transportation_and_logistics,2021-2022,5215.63,3962.01
6_industrial_products_and_services,2020-2021,15802.00,15469.96
8_security_and_protection,2020-2021,92363.39,88781.53
9_human_capital,2017-2018,1138337.54,1167518.65
9_human_capital,2018-2019,1607970.06,1628436.45
9_human_capital,2019-2020,1226865.44,1225239.68
9_human_capital,2020-2021,998140.76,966533.82
9_human_capital,2021-2022,850135.24,751814.25
